id,text,label
"1168532920245600256","b'RT @BaaghiTV: Money Laundering Case: Sofia Mirza caught between devil and deep sea\nhttps://t.co/WJbvOK8Lof\n#moneylaundering https://t.co/vx\xe2\x80\xa6'","MoneyLaundering"
"1168531967803121665","b'Money Laundering Case: Sofia Mirza caught between devil and deep sea\nhttps://t.co/WJbvOK8Lof\n#moneylaundering https://t.co/vxY03PE0dl'","MoneyLaundering"
"1168530884619907072","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168530768492138496","b'BTG sheds $4B in value over two days on police probe https://t.co/bdbiGCpVuK #moneylaundering'","MoneyLaundering"
"1168528563244548096","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168528434458484737","b""RT @lizzie_eldridge: #CraneCurrency mum on new money laundering charges against Central Bank officials in #Liberia\n@keithaschembri you can'\xe2\x80\xa6""","MoneyLaundering"
"1168527682465882113","b'RT @isawthesethings: @DonaldJTrumpJr @realDonaldTrump #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging defe\xe2\x80\xa6'","MoneyLaundering"
"1168526783232319488","b'RT @manasearchuk: Artificial Intelligence application Money Laundering by @thefintechtimes \n#AI #MoneyLaundering #MachineLearning'","MoneyLaundering"
"1168526722888679425","b'Municipal governments were equally as responsible for #moneylaundering as the Provincial and Federal governments.\xe2\x80\xa6 https://t.co/MS5Wzq1AoC'","MoneyLaundering"
"1168526542714150912","b'RT @KirbySommers: #Epstein #Wexner #MoneyLaundering #drugs \n\n\xe2\x86\x92Iran Contra \n\xe2\x86\x92Robert Vesco \n\xe2\x86\x92Queen Elizabeth \n\xe2\x86\x92Baron de Rothschild \n\xe2\x86\x92Mayer La\xe2\x80\xa6'","MoneyLaundering"
"1168525012761862145","b'RT @FATFNews: FATF President Marshall Billingslea highlights how the #moneylaundering and #terroristfinancing threats to the financial syst\xe2\x80\xa6'","MoneyLaundering"
"1168524981224923142","b'\xf0\x9f\x97\xa3 OPINION\n\nCould the answer to stopping #moneylaundering via \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 British Columbia real estate be the use of the UK-s\xe2\x80\xa6 https://t.co/79egcka6ar'","MoneyLaundering"
"1168523685633941509","b'Will we finally see a big #bank CEO go to #jail after the latest wave of #moneylaundering scandals? | https://t.co/CUhgOczxXQ @euromoney'","MoneyLaundering"
"1168521464737386497","b'Swedish Watchdog Delays Wrap Of Dirty Money Bank Probe\n#AML #Taxtransparency #taxcooperation #moneylaundering\xe2\x80\xa6 https://t.co/gvNLV2mwYU'","MoneyLaundering"
"1168521374677295104","b'Model, Actor and Anchor Sofia Mirza denies NAB investigation, money laundering and criminal allegations\n#SofiaMirza\xe2\x80\xa6 https://t.co/GMTbOV8ByJ'","MoneyLaundering"
"1168521057982124032","b'Could a common European anti-#moneylaundering supervisor ever work? Not as things stand. Will member states ever ag\xe2\x80\xa6 https://t.co/Dhdk02TRlE'","MoneyLaundering"
"1168520980098101248","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168520821721260033","b'Don\xe2\x80\x99t believe banks who say #moneylaundering is in the past. They\xe2\x80\x99re spending more on #compliance than before but h\xe2\x80\xa6 https://t.co/MdeSoUTTbW'","MoneyLaundering"
"1168519892976513026","b'After #AyaanAli , another model #SofiaMirza is also found involved in #MoneyLaundering. According to a complaint at\xe2\x80\xa6 https://t.co/5rPAncSzgA'","MoneyLaundering"
"1168519358462746624","b'Natural disasters are breeding grounds for #corruption, #fraud and #IllicitTrade: Across the world, bad corrupt act\xe2\x80\xa6 https://t.co/uIOz9GrgZD'","MoneyLaundering"
"1168518992543113220","b'RT @SurenDLI: @FightForRERAInd @nsitharaman @narendramodi @PMOIndia @HardeepSPuri @abhaykol @msshankar1961 @FinMinIndia We believe that gov\xe2\x80\xa6'","MoneyLaundering"
"1168517314192531456","b""RT @deceivers_not: @thewoodhuntress  Venezuela's mining arc: a legal veneer for armed groups to plunder https://t.co/jdd5qSanM0 via @ninosa\xe2\x80\xa6""","MoneyLaundering"
"1168516736137814017","b""@thewoodhuntress  Venezuela's mining arc: a legal veneer for armed groups to plunder https://t.co/jdd5qSanM0 via\xe2\x80\xa6 https://t.co/wTq7xLEexv""","MoneyLaundering"
"1168515399781994497","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168513741459210240","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168513239996653568","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168512969426313216","b'RT @LtdDx: ""If #banks cannot truly be customer intimate, they are doomed to be just dumb commodities, acting behind  the scenes, like utili\xe2\x80\xa6'","MoneyLaundering"
"1168512918985555968","b'RT @LtdDx: ""Governments of about 15 countries, have joined hands to develop a system to fight #moneylaundering in cryptocurrencies.""\n\n\xf0\x9f\x91\x89http\xe2\x80\xa6'","MoneyLaundering"
"1168510197133979650","b'""If #banks cannot truly be customer intimate, they are doomed to be just dumb commodities, acting behind  the scene\xe2\x80\xa6 https://t.co/EZLVZGXiUt'","MoneyLaundering"
"1168508245880778752","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168506700132995073","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168505999965208576","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168503465137586177","b'RT @KYC360: Latvia submits technical report on implementation of Moneyval recommendations https://t.co/ifstI9vXNJ #AML #Moneyval #Latvia #c\xe2\x80\xa6'","MoneyLaundering"
"1168502751178973191","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168502000113373187","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168500148873437184","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168496051105533953","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168495906934546433","b'Karnataka Congress leader Shivakumar appears before ED for 3rd time in Delhi\n#DKShivakumar #Karnataka #ed\xe2\x80\xa6 https://t.co/Bl2N70ALfF'","MoneyLaundering"
"1168494072878837761","b'RT @isawthesethings: @soledadobrien #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferments\n\xf0\x9f\x91\x896 bankrupt\xe2\x80\xa6'","MoneyLaundering"
"1168492508374020097","b'Model, Actor and Anchor Sofia Mirza denies NAB investigation, money laundering and criminal allegations\n#SofiaMirza\xe2\x80\xa6 https://t.co/GiMlrFa84J'","MoneyLaundering"
"1168491433046740992","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168490311300988928","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168489191669469184","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168487808710905858","b'RT @LtdDx: ""Governments of about 15 countries, have joined hands to develop a system to fight #moneylaundering in c\xe2\x80\xa6 https://t.co/mX3aOgDUwz'","MoneyLaundering"
"1168487600606175236","b'Banking ailment-quick fix. #whitecollarcrime #moneylaundering #financialcrime #investmentfraud #ponzischeme\xe2\x80\xa6 https://t.co/gaOzjw3xeW'","MoneyLaundering"
"1168487259034783749","b'North Korea Denies Involvement in Massive Crypto Hacks https://t.co/CQOXKUOonx #Un #Usa #News #Legal #Trump #Crime\xe2\x80\xa6 https://t.co/Q7RbDrRG5X'","MoneyLaundering"
"1168486424254959617","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168485207181275136","b'Corporate Governance is the key to have an effective AML/CFT programme to mitigate ML/FT risks\n\nErica Debattista\nAM\xe2\x80\xa6 https://t.co/Jpxemzud3v'","MoneyLaundering"
"1168483844514668545","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168481830783393792","b'More bank chiefs should go to #jail for #moneylaundering says David Lewis of @FATFNews | https://t.co/CUhgOczxXQ https://t.co/a6OaeS145e'","MoneyLaundering"
"1168480892916051970","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168478759625940992","b'Could controversial new #MoneyLaundering rules from the Financial Action Task Force make #cryptocurrency more attra\xe2\x80\xa6 https://t.co/BdXT19fjNX'","MoneyLaundering"
"1168475077144219650","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168474701049581568","b'In Mexico, financial companies invest $ 720 MDD a year to prevent money laundering\n\nhttps://t.co/a3olPbwvmK\xe2\x80\xa6 https://t.co/Qa7km7dTKQ'","MoneyLaundering"
"1168474140036059136","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168473682257371136","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168473630675619840","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168473040994390017","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168472847401938949","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168472785791913984","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168472514621771777","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168472222954074113","b'RT @ETLifeandStyle: It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\nhttps://t.co/8RY\xe2\x80\xa6'","MoneyLaundering"
"1168472178024751104","b'It was earlier reported #SofiaMirza was being investigated for #moneylaundering, kidnapping for ransom\xe2\x80\xa6 https://t.co/vJdTlO6rbZ'","MoneyLaundering"
"1168471905734668289","b'Professional #moneylaundering in the #banking sector is real-life #McMafia, Rob Wainwright, former head of Europol\xe2\x80\xa6 https://t.co/cr0VR3wbLU'","MoneyLaundering"
"1168471742047817733","b'RT @euromoney: #Financial #crime: Can Europe\xe2\x80\x99s #banks wash themselves clean? #European banks are trying to put a devastating series of #mon\xe2\x80\xa6'","MoneyLaundering"
"1168471186101030912","b""Yet, 2doz #lawyers in Alberta's $700mil MORTGAGE FRAUD RING were appointed Judges, #RCMP involved in cover up promo\xe2\x80\xa6 https://t.co/PoPUpimkb2""","MoneyLaundering"
"1168471054626492417","b'#Financial #crime: Can Europe\xe2\x80\x99s #banks wash themselves clean? #European banks are trying to put a devastating serie\xe2\x80\xa6 https://t.co/dDjyAj4QnC'","MoneyLaundering"
"1168470545970737152","b'RT @LtdDx: ""Governments of about 15 countries, have joined hands to develop a system to fight #moneylaundering in cryptocurrencies.""\n\n\xf0\x9f\x91\x89http\xe2\x80\xa6'","MoneyLaundering"
"1168470427599065088","b'RT @LtdDx: ""Governments of about 15 countries, have joined hands to develop a system to fight #moneylaundering in cryptocurrencies.""\n\n\xf0\x9f\x91\x89http\xe2\x80\xa6'","MoneyLaundering"
"1168470336951767042","b'""Governments of about 15 countries, have joined hands to develop a system to fight #moneylaundering in cryptocurren\xe2\x80\xa6 https://t.co/rzfCVR9fit'","MoneyLaundering"
"1168468431382794245","b""@INTERPOL_Cyber @INTERPOL_HQ @TrendMicro You're leaving out Canada: #moneylaundering capital of the world. Of cours\xe2\x80\xa6 https://t.co/nOMWVZmjtJ""","MoneyLaundering"
"1168468400789774342","b'#CraneCurrency mum on new money laundering charges against Central Bank officials in #Liberia\n@keithaschembri you c\xe2\x80\xa6 https://t.co/Q1jnZJjHQp'","MoneyLaundering"
"1168468047306379264","b'RT @AdvocatingforuC: Please Sign and keep this moving!!! We need safer platforms! #scams #petition #cybercrime #laws #advocacy #socialmedia\xe2\x80\xa6'","MoneyLaundering"
"1168467035849994241","b'RT @ehamiltonsmyth: Sour Blood: A psychological suspense thriller with a shocking twist\nhttps://t.co/LZpVG2Ecq9 \n\n#Psychological #NoirFicti\xe2\x80\xa6'","MoneyLaundering"
"1168464510547443718","b'@SisterCounselor @StormIsUponUs Yes, @hkpoliceforce found a lot of HKS1000 banknotes.\n#SourceOfFunds?\xe2\x80\xa6 https://t.co/a4LTT72CfI'","MoneyLaundering"
"1168464468306739202","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168462702865539077","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168462368923426816","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168461556893532160","b'RT @anticorruption: It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courageous\xe2\x80\xa6'","MoneyLaundering"
"1168461213459722240","b'It tells a story of hidden wealth, #moneylaundering and #corruption - one that could not be told without the courag\xe2\x80\xa6 https://t.co/iFQirkV3vo'","MoneyLaundering"
"1168457030602035200","b'Australia plans more action against big #banks on #moneylaundering https://t.co/or2l6u9HW1 by @Reuters'","MoneyLaundering"
"1168455335964753921","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168453528249163777","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168452977117384704","b'EU\xe2\x80\x99s #moneylaundering crisis is a northern version of the #debt and #NPL crises. Our in-depth take after 30+ interv\xe2\x80\xa6 https://t.co/SwjMUlhj2h'","MoneyLaundering"
"1168452364971499525","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168451530053300224","b'Ideas on 7 steps the Financial Action Task Force could take to prioritise #MoneyLaundering related to\xe2\x80\xa6 https://t.co/zoflwJibSi'","MoneyLaundering"
"1168451305041514497","b'RT @ehamiltonsmyth: Sour Blood: A psychological suspense thriller with a shocking twist\nhttps://t.co/LZpVG2Ecq9 \n\n#Psychological #NoirFicti\xe2\x80\xa6'","MoneyLaundering"
"1168451055946014720","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168449616679002113","b'RT @Innovative_Sys: [2min Read] #UK - Research by Thomson Reuters revealed the average length of prison sentences for offenders convicted o\xe2\x80\xa6'","MoneyLaundering"
"1168449502208024577","b'[2min Read] #UK - Research by Thomson Reuters revealed the average length of prison sentences for offenders convict\xe2\x80\xa6 https://t.co/frScF3rXNt'","MoneyLaundering"
"1168449440144875521","b'Freedom of movement of illicit finance? It\xe2\x80\x99s not Brexiteer bluster, #EU\xe2\x80\x99s #moneylaundering framework needs deep\xe2\x80\xa6 https://t.co/f3jaM346xw'","MoneyLaundering"
"1168448959355879424","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168443163452870657","b'Eleni Tsingou, Copenhagen Business School: \xe2\x80\x9cThe people representing @DanskeBank_DK in public now can say: \xe2\x80\x98We are o\xe2\x80\xa6 https://t.co/a0YWZX4UWQ'","MoneyLaundering"
"1168442199769530375","b'#Europe is not more #corrupt than America but its anti #moneylaundering framework is rotten @Joshua Kirchenbaum\xe2\x80\xa6 https://t.co/X2rw5CTOrd'","MoneyLaundering"
"1168441569503899648","b'RT @AUSTRAC: We\xe2\x80\x99re in week 2 of the Regional Financial Intelligence Analyst Course in Singapore, which will continue to build capability in\xe2\x80\xa6'","MoneyLaundering"
"1168437505189974016","b'Former #Karnataka minister and senior Congress leader #DKShivakumar on September 2 appeared before the Enforcement\xe2\x80\xa6 https://t.co/GXWqxzj2r9'","MoneyLaundering"
"1168436563094712320","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168433399830339584","b'RT @manasearchuk: Artificial Intelligence application Money Laundering by @thefintechtimes \n#AI #MoneyLaundering #MachineLearning'","MoneyLaundering"
"1168433288882610176","b'Artificial Intelligence application Money Laundering by @thefintechtimes \n#AI #MoneyLaundering #MachineLearning'","MoneyLaundering"
"1168428231831109632","b'RT @DeceitinDrugs: Take note #bcLiberals\nand #Liberals\n#moneylaundering #bc #Canada\n#economy #organizedcrime\n#Intl https://t.co/LMobjvGgYV'","MoneyLaundering"
"1168426085173932034","b'""Could Artificial Intelligence Spell Check-Mate for Money Laundering?""\n\nInteresting article from @thefintechtimes d\xe2\x80\xa6 https://t.co/LsPEzRgJFH'","MoneyLaundering"
"1168421834661851136","b'Delhi: Congress leader DK Shivakumar arrives at Enforcement Directorate (ED) office, in connection with a money lau\xe2\x80\xa6 https://t.co/W77AFIm8q1'","MoneyLaundering"
"1168420800468279296","b'On September 4th we will be launching our Memos to the new EU leadership, a strategic to-do list for the new commis\xe2\x80\xa6 https://t.co/KCMO9WmjCF'","MoneyLaundering"
"1168415450570592256","b'Latvia submits technical report on implementation of Moneyval recommendations https://t.co/ifstI9vXNJ #AML\xe2\x80\xa6 https://t.co/4ypFUQQSo9'","MoneyLaundering"
"1168412440629039104","b'RT @KYC360: Privacy fears slow spread of UK-style data-sharing to combat money laundering https://t.co/eJVx0zX2bG #AML #FCA #SFO #UK #banks\xe2\x80\xa6'","MoneyLaundering"
"1168412406026047488","b'RT @KYC360: Thousands of charities to be hit with a new layer of anti-money laundering regulation https://t.co/PZjBS9890j #charities #AML #\xe2\x80\xa6'","MoneyLaundering"
"1168411936163336192","b'Length of UK Prison Terms for Money Launderers at Record High in 2018: Report https://t.co/7aGfISBnwT #UK\xe2\x80\xa6 https://t.co/ojy6f1wriu'","MoneyLaundering"
"1168411558625472513","b'Anyone who still supports this #Russian funded #MoneyLaundering #Perverted #Liar at this point does not have the ri\xe2\x80\xa6 https://t.co/AGtBlgTP0Z'","MoneyLaundering"
"1168402726608429056","b'RT @SentinelAfrica: Musa @sentinelafrica will be speaking at the #icpak - #Foresnsic #Audit #Seminar this week \n3rd-4th Sept at Merica Hote\xe2\x80\xa6'","MoneyLaundering"
"1168402678902214657","b'[Research] Financial crime enforcement trends across Asia-Pacific, based on research from ten years of AML and KYC\xe2\x80\xa6 https://t.co/BZyrbNpLX4'","MoneyLaundering"
"1168401390097567744","b'RT @isawthesethings: @realDonaldTrump @DebraMessing #StolenGlory\nMr Trump never contributed to nation\xe2\x80\x99s prosperity:\n\xf0\x9f\x91\x895 draft dodging deferm\xe2\x80\xa6'","MoneyLaundering"
"1168397289531949056","b'@LeonaLioness6 @draknok666 @TimTerminator1 @GatesKeith @TrumpyMcSwamp @Pwamm @TheButterfas @victorkhoshoob\xe2\x80\xa6 https://t.co/H7r10ScYbm'","MoneyLaundering"
"1168396959427653632","b'RT @AUSTRAC: We\xe2\x80\x99re in week 2 of the Regional Financial Intelligence Analyst Course in Singapore, which will continue to build capability in\xe2\x80\xa6'","MoneyLaundering"
"1168393723471790081","b'RT @bcwestmind: Capital flight in #China. Says Andrew Collier, managing director of Orient Capital Research. \n\n#cdnpoli #bcpoli #vanre #CCP\xe2\x80\xa6'","MoneyLaundering"
"1168391978238631936","b'RT @vandancouver: The heat is on. China is running low in us$ reserves.  Would hate to be wealthy Chinese mainlanders now getting caught tr\xe2\x80\xa6'","MoneyLaundering"
"1168390069188624385","b'We\xe2\x80\x99re in week 2 of the Regional Financial Intelligence Analyst Course in Singapore, which will continue to build ca\xe2\x80\xa6 https://t.co/GY9d8HQRdE'","MoneyLaundering"
"1168388876802625537","b'RT @RedNationRising: WHERE IS OUR MONEY: \n\nIn 2015 @BarackObama &amp; @JoeBiden\ngave Equatorial Guinea $4.4M in US Aid. In 2016 Swiss Gov seize\xe2\x80\xa6'","MoneyLaundering"
"1168386451509321728","b'RT @DeceitinDrugs: Take note #bcLiberals\nand #Liberals\n#moneylaundering #bc #Canada\n#economy #organizedcrime\n#Intl https://t.co/LMobjvGgYV'","MoneyLaundering"
"1168384902904967168","b'Take note #bcLiberals\nand #Liberals\n#moneylaundering #bc #Canada\n#economy #organizedcrime\n#Intl https://t.co/LMobjvGgYV'","MoneyLaundering"
